# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Dec  6 23:03:15 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-694 b,Kepler-694,1,1,Transit,2016,0.0659,,,0,0.0259,,,0,M-R relationship,,5700,110.52,-116.69,0,0.95,0.14,-0.07,0,0.97,0.05,-0.06,0
Kepler-695 b,Kepler-695,1,1,Transit,2016,0.0374,,,0,0.196,,,0,M-R relationship,,5181,199.46,-197.86,0,0.8,0.06,-0.05,0,0.84,0.05,-0.05,0
Kepler-696 b,Kepler-696,1,1,Transit,2016,0.0535,,,0,0.0984,,,0,M-R relationship,,5903,106.82,-160.15,0,1.08,0.29,-0.12,0,1.06,0.08,-0.07,0
Kepler-697 b,Kepler-697,1,1,Transit,2016,0.0471,,,0,0.0502,,,0,M-R relationship,,5513,113.01,-134.25,0,0.88,0.12,-0.07,0,0.92,0.05,-0.06,0
Kepler-698 b,Kepler-698,1,1,Transit,2016,0.1255,,,0,0.0413,,,0,M-R relationship,,5612,128.36,-116.05,0,0.91,0.11,-0.07,0,0.94,0.05,-0.06,0
Kepler-699 b,Kepler-699,1,1,Transit,2016,0.1711,,,0,,,,,Msini,,5330,112.77,-71.24,0,0.78,0.08,-0.07,0,0.81,0.06,-0.07,0
Kepler-7 b,Kepler-7,1,1,Transit,2009,0.06067,0.00059,-0.00059,0,0.441,0.043,-0.042,0,Mass,,5933,44,-44,0,1.97,0.01,-0.01,0,1.36,0.03,-0.03,0
Kepler-700 b,Kepler-700,1,1,Transit,2016,0.3577,,,0,0.0944,,,0,M-R relationship,,5692,77.65,-115.63,0,0.96,0.15,-0.07,0,0.98,0.04,-0.05,0
Kepler-701 b,Kepler-701,1,1,Transit,2016,0.0895,,,0,0.0266,,,0,M-R relationship,,5343,73.58,-88.55,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0
Kepler-702 b,Kepler-702,1,1,Transit,2016,0.088,,,0,0.194,,,0,M-R relationship,,5419,122.25,-143.8,0,0.86,0.08,-0.05,0,0.9,0.05,-0.05,0
Kepler-703 b,Kepler-703,1,1,Transit,2016,0.0535,,,0,0.161,,,0,M-R relationship,,6185,197.61,-248.39,0,1.27,0.57,-0.21,0,1.18,0.2,-0.12,0
Kepler-704 b,Kepler-704,1,1,Transit,2016,0.047,,,0,0.023,,,0,M-R relationship,,5616,77.94,-102.76,0,0.96,0.22,-0.08,0,0.97,0.04,-0.05,0
Kepler-705 b,Kepler-705,1,1,Transit,2016,0.232,0.0037,-0.0022,0,0.016,,,0,M-R relationship,,3722,29.96,-32.88,0,0.51,0.01,-0.02,0,0.53,0.02,-0.02,0
Kepler-706 b,Kepler-706,1,1,Transit,2016,0.2162,,,0,,,,,Msini,,5394,78.15,-107.67,0,0.84,0.08,-0.06,0,0.87,0.04,-0.05,0
Kepler-707 b,Kepler-707,1,1,Transit,2016,0.0325,,,0,0.00733,,,0,M-R relationship,,5099,81.84,-69.76,0,0.76,0.04,-0.06,0,0.8,0.04,-0.05,0
Kepler-708 b,Kepler-708,1,1,Transit,2016,0.0426,,,0,0.028,,,0,M-R relationship,,5692,138.46,-151.78,0,0.96,0.21,-0.09,0,0.97,0.06,-0.06,0
Kepler-709 b,Kepler-709,1,1,Transit,2016,0.1173,,,0,0.0279,,,0,M-R relationship,,5071,83.59,-83.42,0,0.77,0.04,-0.05,0,0.8,0.04,-0.05,0
Kepler-710 b,Kepler-710,1,1,Transit,2016,0.0524,,,0,0.0132,,,0,M-R relationship,,5611,156.89,-127.02,0,0.91,0.12,-0.07,0,0.94,0.06,-0.06,0
Kepler-711 b,Kepler-711,1,1,Transit,2016,0.1429,,,0,0.0363,,,0,M-R relationship,,5222,236.98,-219.6,0,0.8,0.08,-0.06,0,0.84,0.06,-0.06,0
Kepler-712 b,Kepler-712,1,2,Transit,2016,0.1378,,,0,0.0363,,,0,M-R relationship,,5148,83.48,-78.09,0,0.78,0.02,-0.02,0,0.84,0.03,-0.04,0
Kepler-712 c,Kepler-712,1,2,Transit,2016,0.6732,,,0,0.0659,,,0,M-R relationship,,5148,83.48,-78.09,0,0.78,0.02,-0.02,0,0.84,0.03,-0.04,0
Kepler-713 b,Kepler-713,1,1,Transit,2016,0.0748,,,0,0.0211,,,0,M-R relationship,,5785,265.49,-233.97,0,0.99,0.2,-0.12,0,0.98,0.11,-0.08,0
Kepler-714 b,Kepler-714,1,1,Transit,2016,0.0832,,,0,0.213,,,0,M-R relationship,,5995,106.7,-117.06,0,1.12,0.29,-0.12,0,1.09,0.08,-0.07,0
Kepler-715 b,Kepler-715,1,1,Transit,2016,0.0933,,,0,0.0426,,,0,M-R relationship,,5871,99.55,-97.1,0,1.04,0.23,-0.1,0,1.04,0.06,-0.06,0
Kepler-716 b,Kepler-716,1,2,Transit,2016,0.0873,,,0,0.0275,,,0,M-R relationship,,5099,52.72,-72.75,0,0.78,0.04,-0.04,0,0.83,0.04,-0.04,0
Kepler-716 c,Kepler-716,1,2,Transit,2020,0.046,,,0,0.00793,,,0,M-R relationship,,5012,122,-122,0,0.74,,,0,0.83,,,0
Kepler-717 b,Kepler-717,1,1,Transit,2016,0.052,,,0,0.0203,,,0,M-R relationship,,5485,120.85,-81.84,0,0.85,0.09,-0.06,0,0.88,0.05,-0.05,0
Kepler-718 b,Kepler-718,1,1,Transit,2016,0.0322,,,0,131,,,0,M-R relationship,,6191,307.31,-307.12,0,1.3,0.55,-0.24,0,1.18,0.23,-0.14,0
Kepler-719 b,Kepler-719,1,1,Transit,2016,0.0556,,,0,0.172,,,0,M-R relationship,,5777,199.43,-220.79,0,0.98,0.21,-0.1,0,0.99,0.08,-0.07,0
Kepler-720 b,Kepler-720,1,1,Transit,2016,0.0539,,,0,0.168,,,0,M-R relationship,,5618,328.49,-250.53,0,0.92,0.18,-0.09,0,0.95,0.11,-0.07,0
Kepler-721 b,Kepler-721,1,1,Transit,2016,0.0583,,,0,0.0235,,,0,M-R relationship,,5075,53.6,-56.09,0,0.78,0.04,-0.04,0,0.82,0.04,-0.04,0
Kepler-722 b,Kepler-722,1,2,Transit,2016,0.0514,,,0,0.0233,,,0,M-R relationship,,5863,103.52,-131.89,0,1.05,0.28,-0.11,0,1.03,0.07,-0.07,0
Kepler-722 c,Kepler-722,1,2,Transit,2016,0.4471,,,0,0.0263,,,0,M-R relationship,,5863,103.52,-131.89,0,1.05,0.28,-0.11,0,1.03,0.07,-0.07,0
Kepler-723 b,Kepler-723,1,1,Transit,2016,0.0479,,,0,,,,,Msini,,5539,75.49,-85.21,0,0.89,0.12,-0.06,0,0.92,0.04,-0.05,0
Kepler-724 b,Kepler-724,1,1,Transit,2016,0.0433,,,0,0.0341,,,0,M-R relationship,,5437,176.17,-122.72,0,0.86,0.1,-0.06,0,0.9,0.06,-0.05,0
Kepler-725 b,Kepler-725,1,1,Transit,2016,0.215,,,0,0.25,,,0,M-R relationship,,5363,59.19,-62.84,0,0.84,0.07,-0.05,0,0.88,0.04,-0.04,0
Kepler-726 b,Kepler-726,1,1,Transit,2016,0.1406,,,0,0.0336,,,0,M-R relationship,,5452,122.89,-94.31,0,0.85,0.08,-0.07,0,0.88,0.05,-0.05,0
Kepler-727 b,Kepler-727,1,1,Transit,2016,0.0546,,,0,0.0218,,,0,M-R relationship,,5441,107.87,-157.44,0,0.86,0.1,-0.06,0,0.89,0.05,-0.06,0
Kepler-728 b,Kepler-728,1,1,Transit,2016,0.0625,,,0,0.035,,,0,M-R relationship,,5660,133.1,-108.4,0,0.93,0.12,-0.07,0,0.95,0.06,-0.06,0
Kepler-729 b,Kepler-729,1,1,Transit,2016,0.0432,,,0,0.0394,,,0,M-R relationship,,5633,71.02,-56.34,0,0.91,0.11,-0.06,0,0.94,0.04,-0.06,0
Kepler-730 b,Kepler-730,1,2,Transit,2016,0.0694,0.0016,-0.0012,0,,,,,Msini,,5620,55,-59,0,1.41,0.05,-0.05,0,1.05,0.07,-0.05,0
Kepler-730 c,Kepler-730,1,2,Transit,2018,0.03997,0.00089,-0.00069,0,0.00971,,,0,M-R relationship,,5620,55,-59,0,1.41,0.05,-0.05,0,1.05,0.07,-0.05,0
Kepler-731 b,Kepler-731,1,1,Transit,2016,0.0505,,,0,,,,,Msini,,5849,200.38,-139.51,0,1.06,0.24,-0.12,0,1.03,0.09,-0.06,0
Kepler-732 b,Kepler-732,1,2,Transit,2016,0.0691,,,0,0.017,,,0,M-R relationship,,3631,35.05,-37.03,0,0.46,0.03,-0.03,0,0.49,0.03,-0.03,0
Kepler-732 c,Kepler-732,1,2,Transit,2016,0.0143,,,0,0.00678,,,0,M-R relationship,,3631,35.05,-37.03,0,0.46,0.03,-0.03,0,0.49,0.03,-0.03,0
Kepler-733 b,Kepler-733,1,1,Transit,2016,0.1483,,,0,0.0263,,,0,M-R relationship,,5418,89.83,-94.34,0,0.86,0.08,-0.05,0,0.9,0.04,-0.05,0
Kepler-734 b,Kepler-734,1,1,Transit,2016,0.0583,,,0,0.039,,,0,M-R relationship,,5326,51.69,-44.6,0,0.78,0.03,-0.03,0,0.85,0.03,-0.04,0
Kepler-735 b,Kepler-735,1,1,Transit,2016,0.0965,,,0,0.0283,,,0,M-R relationship,,5107,42.91,-45.51,0,0.8,0.04,-0.03,0,0.85,0.03,-0.04,0
Kepler-736 b,Kepler-736,1,1,Transit,2016,0.0428,,,0,0.028,,,0,M-R relationship,,5217,50.31,-50.86,0,0.81,0.05,-0.04,0,0.86,0.04,-0.05,0
Kepler-737 b,Kepler-737,1,1,Transit,2016,0.1422,,,0,0.0142,,,0,M-R relationship,,3813,40.13,-38.49,0,0.48,0.03,-0.02,0,0.51,0.03,-0.03,0
Kepler-738 b,Kepler-738,1,1,Transit,2016,0.1552,,,0,0.0214,,,0,M-R relationship,,5327,66.34,-61.93,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0
Kepler-739 b,Kepler-739,1,1,Transit,2016,0.1054,,,0,0.0346,,,0,M-R relationship,,5601,89.95,-87.84,0,0.9,0.11,-0.07,0,0.93,0.05,-0.06,0
Kepler-74 b,Kepler-74,1,1,Transit,2013,0.0781,0.0007,-0.0007,0,0.63,0.12,-0.12,0,Mass,F8 V,6000,100,-100,0,1.12,0.04,-0.04,0,1.18,0.04,-0.04,0
Kepler-740 b,Kepler-740,1,1,Transit,2016,0.0462,,,0,0.0596,,,0,M-R relationship,,5438,62.55,-80.55,0,0.87,0.1,-0.05,0,0.91,0.04,-0.04,0
Kepler-741 b,Kepler-741,1,1,Transit,2016,0.0744,,,0,0.0287,,,0,M-R relationship,,6129,80.64,-111.81,0,1.24,0.42,-0.15,0,1.16,0.13,-0.08,0
Kepler-742 b,Kepler-742,1,1,Transit,2016,0.0744,,,0,0.0332,,,0,M-R relationship,,4642,41.76,-44.03,0,0.71,0.02,-0.03,0,0.76,0.03,-0.04,0
Kepler-743 b,Kepler-743,2,1,Transit,2016,0.0418,,,0,0.00606,,,0,M-R relationship,,5486,77.47,-78.82,0,0.85,0.02,-0.02,0,0.94,0.03,-0.03,0
Kepler-744 b,Kepler-744,1,1,Transit,2016,0.0993,,,0,0.0102,,,0,M-R relationship,,5594,84.04,-77.39,0,0.93,0.06,-0.05,0,0.94,0.04,-0.04,0
Kepler-745 b,Kepler-745,1,1,Transit,2016,0.0915,,,0,0.0167,,,0,M-R relationship,,5849,106.52,-158.12,0,1.04,0.28,-0.1,0,1.04,0.07,-0.07,0
Kepler-746 b,Kepler-746,1,1,Transit,2016,0.0435,,,0,0.00444,,,0,M-R relationship,,5418,87.09,-89.83,0,0.93,0.1,-0.07,0,0.91,0.04,-0.03,0
Kepler-747 b,Kepler-747,1,1,Transit,2016,0.1916,,,0,0.0759,,,0,M-R relationship,,5096,70.39,-92.77,0,0.78,0.04,-0.04,0,0.82,0.04,-0.05,0
Kepler-748 b,Kepler-748,1,1,Transit,2016,0.0745,,,0,0.0217,,,0,M-R relationship,,5934,95.16,-141.93,0,1.1,0.28,-0.12,0,1.07,0.09,-0.07,0
Kepler-749 b,Kepler-749,1,1,Transit,2016,0.1054,,,0,0.0308,,,0,M-R relationship,,5009,218.03,-165.4,0,0.75,0.06,-0.06,0,0.79,0.06,-0.05,0
Kepler-75 b,Kepler-75,1,1,Transit,2013,0.0818,0.0012,-0.0012,0,10.1,0.4,-0.4,0,Mass,K0 V,5200,100,-100,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0
Kepler-750 b,Kepler-750,1,2,Transit,2016,0.093,,,0,0.0303,,,0,M-R relationship,,6160,90.96,-121.55,0,1.23,0.42,-0.16,0,1.15,0.14,-0.08,0
Kepler-750 c,Kepler-750,1,2,Transit,2016,0.0533,,,0,0.0102,,,0,M-R relationship,,6160,90.96,-121.55,0,1.23,0.42,-0.16,0,1.15,0.14,-0.08,0
Kepler-751 b,Kepler-751,1,1,Transit,2016,0.1263,,,0,0.0208,,,0,M-R relationship,,5387,131.81,-138.29,0,0.84,0.08,-0.06,0,0.87,0.05,-0.06,0
Kepler-752 b,Kepler-752,1,1,Transit,2016,0.1353,,,0,0.0261,,,0,M-R relationship,,5373,161.73,-107.25,0,0.83,0.07,-0.06,0,0.87,0.05,-0.06,0
Kepler-753 b,Kepler-753,1,1,Transit,2016,0.054,,,0,0.0136,,,0,M-R relationship,,4346,51.36,-39.68,0,0.65,0.02,-0.02,0,0.68,0.03,-0.03,0
Kepler-754 b,Kepler-754,1,1,Transit,2016,0.116,,,0,0.0148,,,0,M-R relationship,,5935,126.07,-181.97,0,1.08,0.26,-0.12,0,1.06,0.08,-0.08,0
Kepler-755 b,Kepler-755,2,2,Transit,2016,0.0214,,,0,0.0118,,,0,M-R relationship,,5043,89.62,-83.54,0,0.77,0.02,-0.02,0,0.82,0.03,-0.04,0
Kepler-755 c,Kepler-755,2,2,Transit,2016,0.0367,,,0,0.00669,,,0,M-R relationship,,5043,89.62,-83.54,0,0.77,0.02,-0.02,0,0.82,0.03,-0.04,0
Kepler-756 b,Kepler-756,1,1,Transit,2016,0.0219,,,0,0.00459,,,0,M-R relationship,,5282,97.87,-62.48,0,0.79,0.06,-0.07,0,0.82,0.06,-0.06,0
Kepler-757 b,Kepler-757,1,1,Transit,2016,0.019,,,0,0.00761,,,0,M-R relationship,,6014,221.13,-288.93,0,1.13,0.38,-0.18,0,1.08,0.14,-0.11,0
Kepler-758 b,Kepler-758,1,4,Transit,2016,0.1019,,,0,0.0211,,,0,M-R relationship,,6228,72.21,-60.59,0,1.42,0.31,-0.23,0,1.16,0.12,-0.08,0
Kepler-758 c,Kepler-758,1,4,Transit,2016,0.0547,,,0,0.011,,,0,M-R relationship,,6228,72.21,-60.59,0,1.42,0.31,-0.23,0,1.16,0.12,-0.08,0
Kepler-758 d,Kepler-758,1,4,Transit,2016,0.1447,,,0,0.0162,,,0,M-R relationship,,6228,72.21,-60.59,0,1.42,0.31,-0.23,0,1.16,0.12,-0.08,0
Kepler-758 e,Kepler-758,1,4,Transit,2016,0.0785,,,0,0.0093,,,0,M-R relationship,,6228,72.21,-60.59,0,1.42,0.31,-0.23,0,1.16,0.12,-0.08,0
Kepler-759 b,Kepler-759,1,1,Transit,2016,0.2329,,,0,0.0182,,,0,M-R relationship,,5860,94.6,-133.91,0,1.04,0.22,-0.09,0,1.04,0.06,-0.06,0
Kepler-76 b,Kepler-76,1,1,Orbital Brightness Modulation,2013,0.0274,0.002,-0.0019,0,2.01,0.37,-0.35,0,Mass,F,6409,95,-95,0,1.32,0.08,-0.08,0,1.2,0.2,-0.2,0
Kepler-760 b,Kepler-760,1,2,Transit,2016,0.0772,,,0,0.0302,,,0,M-R relationship,,5322,65.68,-81.73,0,0.85,0.07,-0.04,0,0.89,0.04,-0.04,0
Kepler-760 c,Kepler-760,1,2,Transit,2016,0.0333,,,0,0.00879,,,0,M-R relationship,,5322,65.68,-81.73,0,0.85,0.07,-0.04,0,0.89,0.04,-0.04,0
Kepler-761 b,Kepler-761,1,1,Transit,2016,0.0874,,,0,0.015,,,0,M-R relationship,,5706,130.9,-104.39,0,0.93,0.11,-0.07,0,0.95,0.06,-0.06,0
Kepler-762 b,Kepler-762,1,1,Transit,2016,0.0493,,,0,,,,,Msini,,5944,98.94,-123.9,0,1.08,0.23,-0.11,0,1.06,0.07,-0.06,0
Kepler-763 b,Kepler-763,1,1,Transit,2016,0.0205,,,0,0.00624,,,0,M-R relationship,,5166,75.73,-93.71,0,0.8,0.05,-0.04,0,0.84,0.04,-0.04,0
Kepler-764 b,Kepler-764,1,1,Transit,2016,0.0724,,,0,0.0105,,,0,M-R relationship,,5557,132.83,-102.61,0,0.89,0.1,-0.07,0,0.92,0.05,-0.05,0
Kepler-765 b,Kepler-765,1,1,Transit,2016,0.1754,,,0,0.0204,,,0,M-R relationship,,5901,81.23,-89.97,0,1.06,0.23,-0.1,0,1.05,0.06,-0.06,0
Kepler-766 b,Kepler-766,1,1,Transit,2016,0.066,,,0,0.0359,,,0,M-R relationship,,5992,95.54,-140.96,0,1.15,0.31,-0.13,0,1.1,0.09,-0.07,0
Kepler-767 b,Kepler-767,1,1,Transit,2016,0.5874,,,0,0.112,,,0,M-R relationship,,5694,163.45,-124.14,0,0.94,0.12,-0.08,0,0.96,0.06,-0.06,0
Kepler-768 b,Kepler-768,1,1,Transit,2016,0.092,,,0,0.0121,,,0,M-R relationship,,5108,177.47,-165.03,0,0.78,0.05,-0.05,0,0.82,0.05,-0.05,0
Kepler-769 b,Kepler-769,1,2,Transit,2016,0.0778,,,0,0.0279,,,0,M-R relationship,,6186,127.24,-184.13,0,1.28,0.55,-0.19,0,1.19,0.17,-0.11,0
Kepler-769 c,Kepler-769,1,2,Transit,2016,0.1297,,,0,0.0121,,,0,M-R relationship,,6186,127.24,-184.13,0,1.28,0.55,-0.19,0,1.19,0.17,-0.11,0
Kepler-77 b,Kepler-77,1,1,Transit,2013,0.04501,0.00063,-0.00063,0,0.43,0.032,-0.032,0,Mass,G5 V,5520,60,-60,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0
Kepler-770 b,Kepler-770,1,3,Transit,2016,0.1694,,,0,0.0186,,,0,M-R relationship,,5598,127.6,-124.54,0,0.92,0.12,-0.07,0,0.94,0.05,-0.06,0
Kepler-770 c,Kepler-770,1,3,Transit,2016,0.0309,,,0,0.00588,,,0,M-R relationship,,5598,127.6,-124.54,0,0.92,0.12,-0.07,0,0.94,0.05,-0.06,0
Kepler-770 d,Kepler-770,1,3,Transit,2016,0.0616,,,0,0.008,,,0,M-R relationship,,5598,127.6,-124.54,0,0.92,0.12,-0.07,0,0.94,0.05,-0.06,0
Kepler-771 b,Kepler-771,1,1,Transit,2016,0.0843,,,0,0.0125,,,0,M-R relationship,,5906,145.88,-193.81,0,1.05,0.18,-0.11,0,1.03,0.08,-0.07,0
Kepler-772 b,Kepler-772,1,1,Transit,2016,0.1071,,,0,0.0125,,,0,M-R relationship,,5714,67.61,-85.03,0,1.11,0.22,-0.15,0,0.98,0.04,-0.04,0
Kepler-773 b,Kepler-773,1,1,Transit,2016,0.047,,,0,0.00829,,,0,M-R relationship,,5850,76.73,-65.3,0,1.01,0.05,-0.04,0,1.04,0.04,-0.03,0
Kepler-774 b,Kepler-774,1,1,Transit,2016,0.1114,,,0,0.032,,,0,M-R relationship,,6403,86.23,-76.7,0,2.42,0.34,-0.41,0,1.57,0.11,-0.14,0
Kepler-775 b,Kepler-775,1,1,Transit,2016,0.0187,,,0,0.0057,,,0,M-R relationship,,5468,67.97,-70.49,0,0.84,0.02,-0.02,0,0.92,0.03,-0.03,0
Kepler-776 b,Kepler-776,1,1,Transit,2016,0.0523,,,0,0.00687,,,0,M-R relationship,,5071,57.15,-86.62,0,0.78,0.04,-0.04,0,0.83,0.04,-0.04,0
Kepler-777 b,Kepler-777,1,1,Transit,2016,0.0519,,,0,0.00869,,,0,M-R relationship,,4043,36.21,-34.4,0,0.56,0.02,-0.02,0,0.58,0.02,-0.03,0
Kepler-778 b,Kepler-778,1,1,Transit,2016,0.0453,,,0,0.0109,,,0,M-R relationship,,5102,71.96,-62.12,0,0.77,0.04,-0.05,0,0.81,0.04,-0.05,0
Kepler-779 b,Kepler-779,2,1,Transit,2016,0.0533,,,0,0.00227,,,0,M-R relationship,,3804,35.65,-34.03,0,0.44,0.03,-0.03,0,0.46,0.03,-0.03,0
Kepler-78 b,Kepler-78,2,1,Transit,2013,,,,,0.00619,0.00168,-0.00168,0,Mass,G,5089,50,-50,0,0.75,0.03,-0.03,0,0.84,0.32,-0.32,0
Kepler-780 b,Kepler-780,1,1,Transit,2016,0.015,,,0,0.00201,,,0,M-R relationship,,5769,62.55,-57.06,0,1.02,0.1,-0.06,0,1.01,0.03,-0.03,0
Kepler-781 b,Kepler-781,1,1,Transit,2016,0.1019,,,0,0.0274,,,0,M-R relationship,,5162,64.88,-64.49,0,0.78,0.04,-0.06,0,0.81,0.04,-0.05,0
Kepler-782 b,Kepler-782,1,1,Transit,2016,0.5444,,,0,0.0327,,,0,M-R relationship,,5867,70.1,-61.94,0,1.01,0.13,-0.09,0,0.98,0.05,-0.05,0
Kepler-783 b,Kepler-783,1,2,Transit,2016,0.0491,,,0,0.00126,,,0,M-R relationship,,5521,66.78,-52.89,0,0.89,0.04,-0.03,0,0.93,0.03,-0.04,0
Kepler-783 c,Kepler-783,1,2,Transit,2020,0.0684,,,0,0.019,,,0,M-R relationship,,5411.49,35.87,-35.87,0,0.87,,,0,0.94,,,0
Kepler-784 b,Kepler-784,1,1,Transit,2016,0.1967,,,0,0.00982,,,0,M-R relationship,,5674,74.62,-83.91,0,1.32,0.28,-0.26,0,1,0.07,-0.05,0
Kepler-785 b,Kepler-785,1,1,Transit,2016,0.025,,,0,,,,,Msini,,4739,115.49,-69.98,0,0.71,0.02,-0.03,0,0.77,0.03,-0.04,0
Kepler-786 b,Kepler-786,1,1,Transit,2016,0.2548,,,0,0.0204,,,0,M-R relationship,,4838,59.77,-45.6,0,0.74,0.01,-0.01,0,0.81,0.02,-0.03,0
Kepler-787 b,Kepler-787,1,1,Transit,2016,0.0159,,,0,0.00687,,,0,M-R relationship,,4248,40.9,-33.57,0,0.62,0.02,-0.02,0,0.65,0.03,-0.02,0
Kepler-788 b,Kepler-788,1,1,Transit,2016,0.0835,,,0,0.0221,,,0,M-R relationship,,6159,129.54,-186.01,0,1.23,0.39,-0.17,0,1.16,0.13,-0.1,0
Kepler-789 b,Kepler-789,1,1,Transit,2016,0.0951,,,0,0.0162,,,0,M-R relationship,,5870,204.63,-120.74,0,1.02,0.2,-0.11,0,1.01,0.09,-0.07,0
Kepler-79 b,Kepler-79,1,4,Transit,2012,0.117,0.002,-0.002,0,0.0343,0.023,-0.019,0,Mass,,6174,83,-117,0,1.3,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-79 c,Kepler-79,1,4,Transit,2012,0.187,0.002,-0.003,0,0.019,0.006,-0.0072,0,Mass,,6174,83,-117,0,1.3,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-79 d,Kepler-79,1,4,Transit,2014,0.287,0.004,-0.004,0,0.019,0.0066,-0.005,0,Mass,,6174,83,-117,0,1.3,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-79 e,Kepler-79,1,4,Transit,2014,0.386,0.005,-0.005,0,0.013,0.0038,-0.0035,0,Mass,,6174,83,-117,0,1.3,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-790 b,Kepler-790,1,1,Transit,2016,0.101,,,0,0.017,,,0,M-R relationship,,5208,139.26,-114.14,0,0.8,0.05,-0.05,0,0.84,0.04,-0.05,0
